professional_sector,id,profession,one_liner,job_roles,industrial_sectors,degree_dependency,mid_stream_entry,class12_prerequisite,entrance_exams,entry_gate,applicants_per_seat,prep_years,licensing_body,after_undergrad,self_employment,self_emp_ceiling_lpa,self_emp_route,india_demand,pathway,ai_exposure,ai_reason,role_spread,years_to_qualify,cost_of_entry_lakh,early_earnings_lpa,mid_career_lpa,payback_years,ship,failed_rules,path_to_entry,entry_window,verified,source,admin_review,review_priority,review_reason,nuances
Healthcare & Medicine,hlt-medical-lab-technologist,Medical Laboratory Technologist,Runs the blood and sample tests doctors rely on to diagnose.,Medical Laboratory Technologist | Histopathology Technician | Microbiology Lab Technician | Blood Bank Technician | Biochemistry Lab Technologist | Phlebotomist,HSSC | LSSSDC,professional,restart_undergrad,physics + chemistry + biology,CUET | State allied-health entrance exams,cuet-ug,,0-1,Medical Laboratory and Life Sciences Professional Council (NCAHP),work_first,possible_later,,"Own collection centre or small diagnostic lab, which needs registration and a pathologist tie-up.",high,india,low,"Analysers automate the measurement, but samples must be physically drawn, prepared and handled, and a registered technologist signs the report. Histopathology in particular remains manual.",,3,1.5,2-4,4-8,0.5,yes,,"class_11_12: Physics, Chemistry, Biology -> training: B.Sc MLT (3 years) or DMLT diploma (2 years) -> registration: Register under the NCAHP Act 2021",,verified,data/verified_facts.json#ncahp-allied-health,,,,"[professional_sector] Sits in Healthcare, not Science & Research, because the work is clinical diagnosis for a named patient. The research-lab equivalent is Laboratory Technician in Sector 3. || [economics] Pay in this profession is bimodal and the stored band is a blend of the two. A government post sits on the 7th CPC matrix - AIIMS recruits Medical Laboratory Technologist at Level 6, basic 35,400 to 1,12,400 rupees a month, before dearness and house rent allowance. A private hospital pays a fraction of that for the same work, and aggregate 'average salary' figures are dominated by private employment, which is why they read low. Which side a student lands on is decided by whether they clear a government recruitment examination, not by the qualification."
Healthcare & Medicine,hlt-radiology-technologist,Radiology & Imaging Technologist,"Operates X-ray, CT and MRI machines to take images inside the body.",Radiographer | CT Technologist | MRI Technologist | Ultrasound Technician | Radiotherapy Technologist | Cath Lab Technologist,HSSC | ESSCI,professional,restart_undergrad,physics + chemistry + biology,CUET | State allied-health entrance exams,cuet-ug,,0-1,"Medical Radiology, Imaging and Therapeutic Technology Professional Council (NCAHP)",work_first,rare,,,high,india,low,"AI reads images well and will keep improving — but that is the RADIOLOGIST's task, not this one. Positioning a frightened patient, running the machine safely and managing radiation dose stay physical and human.",,3,2.0,2.5-5,5-10,0.53,yes,,"class_11_12: Physics, Chemistry, Biology -> training: B.Sc Radiology & Imaging Technology (3-4 years) or a diploma -> registration: Register under the NCAHP Act 2021",,verified,data/verified_facts.json#ncahp-allied-health,,,,"[economics] Pay in this profession is bimodal and the stored band is a blend of the two. A government post sits on the 7th CPC matrix - AIIMS recruits Radiographer at Level 5, basic 29,200 to 92,300 rupees a month, before dearness and house rent allowance. A private hospital pays a fraction of that for the same work, and aggregate 'average salary' figures are dominated by private employment, which is why they read low. Which side a student lands on is decided by whether they clear a government recruitment examination, not by the qualification."
Healthcare & Medicine,hlt-ot-anaesthesia-technologist,Operation Theatre & Anaesthesia Technologist,Prepares the operating theatre and assists during surgery.,Operation Theatre Technologist | Anaesthesia Technologist | Surgical Technologist | CSSD Technician | Perfusionist,HSSC,professional,restart_undergrad,physics + chemistry + biology,CUET | State allied-health entrance exams,cuet-ug,,0-1,"Trauma, Burn Care and Surgical/Anaesthesia Related Technology Professional Council (NCAHP)",work_first,rare,,,high,india,low,"Sterile technique, instrument handling and machine setup inside a live operating theatre. Entirely physical, high consequence, and legally accountable.",,3,2.0,2.5-5,5-9,0.53,yes,,"class_11_12: Physics, Chemistry, Biology -> training: B.Sc OT & Anaesthesia Technology (3-4 years) or a diploma -> registration: Register under the NCAHP Act 2021",,verified,data/verified_facts.json#ncahp-allied-health,,,,"[economics] Pay in this profession is bimodal and the stored band is a blend of the two. A government post sits on the 7th CPC matrix - AIIMS recruits OT Assistant at Level 5, basic 29,200 to 92,300 rupees a month, before dearness and house rent allowance. A private hospital pays a fraction of that for the same work, and aggregate 'average salary' figures are dominated by private employment, which is why they read low. Which side a student lands on is decided by whether they clear a government recruitment examination, not by the qualification."
Healthcare & Medicine,hlt-dialysis-technologist,Dialysis & Critical Care Technologist,Runs dialysis and life-support machines for very ill patients.,Dialysis Technologist | Critical Care Technologist | Renal Replacement Technician | Ventilator Technician | ECMO Technician,HSSC,professional,restart_undergrad,physics + chemistry + biology,CUET | State allied-health entrance exams,cuet-ug,,0-1,Medical Technologists and Physician Associate Professional Council (NCAHP),work_first,rare,,,high,india,low,"Machine operation beside a patient whose life depends on it, for hours at a time. Physical, monitored and legally accountable.",,3,2.0,2.5-4.5,4.5-8,0.57,yes,,"class_11_12: Physics, Chemistry, Biology -> training: B.Sc Dialysis / Critical Care Technology (3 years) or a diploma -> registration: Register under the NCAHP Act 2021",,verified,data/verified_facts.json#ncahp-allied-health,,,,
Healthcare & Medicine,hlt-emergency-medical-technician,Emergency Medical Technician,First to reach an emergency — keeps people alive on the way to hospital.,Emergency Medical Technician | Ambulance Paramedic | Advanced Life Support Technician | Emergency Room Technician | Disaster Response Medic,HSSC | EXT-GOVT | EXT-DEFENCE,certificate,open,physics + chemistry + biology,CUET | State allied-health entrance exams,cuet-ug,,0-1,"Trauma, Burn Care and Surgical/Anaesthesia Related Technology Professional Council (NCAHP)",work_first,rare,,,high,india,low,"Physical, unpredictable and time-critical. Decisions made in minutes with incomplete information at a roadside. Nothing about it is a text problem.",,2,1.0,2-4,4-7,0.33,yes,,class_11_12: Science stream with Biology -> training: Certificate or B.Sc in Emergency Medical Technology (6 months to 3 years) -> certification: BLS and ACLS certification -> registration: Register under the NCAHP Act 2021,,verified,data/verified_facts.json#ncahp-allied-health,,none,,"[economics] The lowest-paid profession in Sector 4 and the shortest to enter, and both facts matter together. It is a genuine destination - ambulance services, hospital emergency departments and industrial and event medical cover employ EMTs permanently - and it is also the most common bridge into nursing and other allied health courses, because the certificate stacks. The work is physically hard, done in shifts, and carries repeated exposure to trauma."
Healthcare & Medicine,hlt-public-health-professional,Public Health Professional,"Works on the health of whole populations, not one patient at a time.",Epidemiologist | Public Health Officer | Programme Manager (health) | Health Policy Analyst | Disease Surveillance Officer | Community Health Specialist | Biostatistician (public health),HSSC | EXT-GOVT | EXT-DEV | EXT-RND,undergrad,after_any_degree,any,"CUET PG | Institute entrances (IIPH, AIIMS, TISS)",cuet-ug,,0-1,,masters_is_the_entry,possible_later,,"Independent consulting to NGOs, foundations and government programmes.",high,any,low,"Data analysis is exposed. Deciding which population question matters, and persuading a government to act on it, is not.","[Epidemiologist, Biostatistician (public health)] higher: logical, reasoning, attention_span / lower: extraversion, emotional_intelligence",5,4.0,4-8,8-18,0.67,yes,,"class_12: Any stream -> degree: Any bachelor's — MBBS, BDS, nursing, life sciences, statistics and social sciences all feed in -> post_graduate: MPH (Master of Public Health) — this is the real entry qualification -> employment: Government health programmes, WHO and UN agencies, NGOs, research institutes",,judgment,,,,,"[mid_stream_entry] One of the most reachable healthcare careers for a non-PCB student. The MPH accepts graduates from statistics, social sciences and management — no NEET, no biology at class 12, no clinical degree required."
Healthcare & Medicine,hlt-home-care-attendant,Elder & Home Care Attendant,"Looks after people who cannot fully look after themselves - at home, daily, in person.",Home Care Attendant | Elder Care Attendant | Patient Care Attendant (Home) | Palliative Care Attendant | Disability Support Attendant | Post-operative Care Attendant | Live-in Caregiver | Care Coordinator (Home Health Agency),HSSC | DWSSC | BWSSC,certificate,open,any,Home healthcare agency training programmes,,,,,work_first,possible_later,,"Taking private clients directly rather than through an agency, which pays considerably more because the agency margin is large - and which removes what little protection and recourse the agency arrangement provides.",high,india,low,"Almost unexposed, and the honest note is that this is one of the professions AI is most often wrongly predicted to replace. Care is lifting, washing, feeding, watching and being present with a person who is frightened or in pain. Monitoring devices and reminder systems assist the attendant; they do not do the work. Care Coordinator carries the only real exposure, through scheduling and matching software.","[Care Coordinator (Home Health Agency)] higher: verbal, conscientiousness, extraversion / lower: bodily || [Palliative Care Attendant] higher: emotional_intelligence, agreeableness, neuroticism / lower: confidence || [Live-in Caregiver] higher: conscientiousness, agreeableness / lower: extraversion",1,0.3,1.5-3.0,2.4-5.4,0.13,NO,mid_career 3.9 < floor 4.5,"class_11_12: None. Class 8 or 10 is typical. -> training: A General Duty Assistant or home health aide course - HSSC/NSQF aligned, usually three to six months, covering vitals, mobility, hygiene and basic emergency response. -> work: A home healthcare agency, a hospital, an assisted living facility, or a family directly. -> progression: Specialise in post-operative, palliative or dementia care, or move into agency coordination. Nursing is the qualification route upward and requires starting a degree.",,judgment,,REVIEW,high,"No sourced wage figure for Indian home care attendants, agency or private, and the AGENCY MARGIN - the gap between what a family pays and what the attendant receives - is reportedly large and is the single most decision-relevant number for anyone entering this work. Separately, GENERAL DUTY ASSISTANT - the hospital ward counterpart, and the other half of the base layer DECISIONS.md 2.06 assigns to this sector - still has no record anywhere and should be added beside this one.","[demand_signal] High and structurally rising, and this is one of the most reliable demand signals in the dataset. India's population is ageing, households are smaller, and adult children increasingly live in other cities or countries. The need for paid care at home grows directly from all three and none of them reverses. || [licensing_body] Null, and it is a serious gap. Attendants handle medication reminders, mobility, catheters and vulnerable adults with no statutory qualification, no register and no background verification requirement. The Nursing councils regulate nurses; nothing regulates this. || [professional_sector] Built in Sector 18 and moved here on independent review. The substitution test decided it: swap the home for a hospital ward and the work - bathing, feeding, positioning, mobility, post-operative and palliative support - survives unchanged, so the SETTING is the tag and the object of concern is a dependent person's body. It also belongs beside Nurse and Emergency Medical Technician psychometrically rather than beside Beautician and Tattoo Artist. DECISIONS.md 2.06 had assigned this base layer to Sector 4 all along."
Healthcare & Medicine,hlt-general-duty-assistant,General Duty Assistant,"The hospital ward attendant - moves, washes, feeds and watches patients, and assists nurses.",General Duty Assistant | Nursing Attendant | Patient Care Assistant (Hospital) | Ward Attendant | Operation Theatre Attendant | Patient Transport Attendant | Emergency Department Attendant | Geriatric Care Assistant,HSSC | DWSSC,certificate,open,any,Hospital and private institute GDA training programmes,,,,,work_first,rare,,,high,india,low,"Almost unexposed, and this is one of the roles AI is most often wrongly predicted to replace. Lifting a patient, turning them to prevent bed sores, cleaning them, and noticing that something has changed are physical acts performed on a specific body. Monitoring equipment assists the attendant and does not do the work. What has changed the job is documentation moving onto tablets, which is a tool.","[Operation Theatre Attendant] higher: conscientiousness, attention_span, logical / lower: verbal || [Emergency Department Attendant] higher: bodily, confidence, neuroticism / lower: attention_span || [Geriatric Care Assistant] higher: agreeableness, emotional_intelligence, conscientiousness / lower: confidence",1,0.3,1.5-3.0,2.4-5.4,0.13,NO,mid_career 3.9 < floor 4.5,"class_11_12: Class 10 or 12 depending on the programme. No stream requirement. -> training: A General Duty Assistant course - HSSC/NSQF aligned, typically three to six months, covering vitals, patient handling, hygiene, infection control and basic emergency response. -> work: Hospital ward, operation theatre, emergency department, or a nursing home. Much of it is contract employment through an agency rather than direct hospital employment. -> progression: Theatre or emergency specialisation, or study toward ANM or GNM nursing - which is the real qualification route upward and means starting a formal programme.",,judgment,,REVIEW,high,"No sourced wage figure for Indian General Duty Assistants, and the direct-versus-agency employment split - which determines pay, provident fund and job security more than the employer does - is unquantified. The ANM and GNM nursing route is named as the way up and its cost and duration are not stated on this record; a student deciding whether to take a three-month GDA course or a two-year ANM programme has nothing here to compare.","[professional_sector] This is the WARD half of the healthcare base layer DECISIONS.md 2.06 has assigned to Sector 4 since it was built. The HOME half - Elder & Home Care Attendant - was built in Sector 18 and moved here on review. Both halves are now in Sector 4 and the 2.06 healthcare line is closed. || [self_employment] Rare, and correctly so. This role exists inside a hospital's clinical hierarchy under nursing supervision - there is no independent version. Anyone offering freelance 'ward attendant' work is describing home care, which is the separate record beside this one. || [economics] Fails the compensation filter, and it is one of the largest entry-level healthcare jobs in India for a school-leaver with no degree. The distinction that actually determines pay and benefits is not the hospital's name but whether employment is DIRECT or through a manpower agency - and most of it is through an agency."
"Business, Management & Entrepreneurship",mgt-marketing-specialist,Marketing Specialist,"Works out who would buy something, and how to reach them.",Digital Marketing Specialist | SEO Specialist | Performance Marketing Executive | Brand Executive | Content Marketing Specialist | Social Media Manager | Marketing Analyst | Trade Marketing Executive,MEPSC | RASCI | IT-ITES | BFSI | THSC | MESC,undergrad,after_any_degree,any,CUET (BBA/B.Com),cuet-ug,,0-1,,work_first,common,,"Freelance campaign management, then a small agency. Clients are won on demonstrable results, so a portfolio substitutes for a brand name.",high,india,high,"Copy drafting, keyword research and creative variation are being absorbed fast. What survives is deciding WHO to talk to and WHY — positioning and budget allocation carry the clarity.","[Brand Executive, Content Marketing Specialist] higher: openness, verbal, existential / lower: logical, attention_span",3,3.0,3-6,8-18,0.67,yes,,"class_12: Any stream -> degree: Any bachelor's — BBA, B.Com, mass communication and arts all feed in -> skills: Google Ads, Meta Ads, analytics and SEO certifications carry real hiring weight -> employment: Agencies, in-house marketing teams, e-commerce and D2C brands",,judgment,,,none,,"[job_roles] Digital Marketer and SEO Specialist were routed here from Sector 1. The tools are technical but the job is selling, and the skill set is audience and message rather than computing."
"Business, Management & Entrepreneurship",mgt-sales-professional,Sales Professional,"Finds buyers, understands what they need, and closes the deal.",Business Development Executive | Inside Sales Executive | Key Account Executive | Medical Representative | Field Sales Executive | Channel Sales Executive | Pre-Sales Consultant | Customer Success Executive,MEPSC | RASCI | BFSI | LSSSDC | IT-ITES | ASDC | THSC,undergrad,after_any_degree,any,none,,,,,work_first,possible_later,,"Independent channel partner, distributor or manufacturer's representative, carrying a territory on commission.",high,india,medium,"Prospecting and follow-up are being automated. Persuading a person who has not decided what they want, in a room, is not — the clarity and human-trust share is what protects this.","[Pre-Sales Consultant, Inside Sales Executive] higher: logical, attention_span / lower: bodily, extraversion",3,3.0,3-6,7-16,0.67,yes,,"class_12: Any stream -> degree: Any bachelor's; B.Pharm or B.Sc is usual for medical representatives -> employment: Hired directly, then trained on the product by the employer -> progression: Territory, then key accounts — earnings move with the incentive component",,judgment,,,none,,"[economics] The band understates the top of this profession more than any other in the sector, because a large share of sales pay is variable. Two people on the same base can take home very different amounts in the same year, and the figure shown is a fixed-pay view. || [job_roles] Medical Representative was routed here from Healthcare. The employer is a pharma company and the product is medicine, but the skill set is selling — the substitution test puts the industry in the tag, not the sector."
"Business, Management & Entrepreneurship",mgt-hr-professional,Human Resources Professional,"Hires people, keeps them, and handles everything about working there.",Recruiter / Talent Acquisition Specialist | HR Generalist | HR Business Partner | Learning & Development Specialist | Compensation & Benefits Analyst | HR Operations Executive | Employee Relations Specialist,MEPSC | IT-ITES | BFSI | RASCI | HSSC | CGSC,undergrad,after_any_degree,any,CAT | XAT | CMAT | MAT | CUET (BBA) | NMAT | SNAP | IIFT,cat,41.5,1-2,,masters_advantage,possible_later,,"Independent recruitment consultancy, which needs a network rather than capital, or freelance L&D facilitation.",high,india,medium,"Screening, scheduling and payroll administration are heavily automatable. Judging whether someone will work out, and handling a grievance, are not.","[Compensation & Benefits Analyst, HR Operations Executive] higher: logical, attention_span, conscientiousness / lower: extraversion, emotional_intelligence",3,3.0,3-5.5,7-15,0.71,yes,,"class_12: Any stream -> degree: Any bachelor's; psychology, commerce and management are common -> post_graduate: MBA in HR or an MSW / PG diploma in HR is the usual accelerator, not a requirement -> employment: In-house HR teams, staffing firms, consultancies",,judgment,,,none,,"[professional_sector] HR sits here and not in Sector 13 Social Impact & Psychology even though it deals with people's wellbeing. The object of concern is the ORGANISATION — hiring, retaining and paying a workforce. A counsellor intervenes on a person's wellbeing for its own sake; HR does it because the company needs the person to work."
"Business, Management & Entrepreneurship",mgt-operations-manager,Operations & Administration Manager,Keeps an organisation actually running day to day.,Operations Executive | Business Operations Analyst | Hospital Administrator | Facility & Administration Manager | Health Information Technician | Medical Records Officer | Clinical Documentation Specialist | Process Excellence Executive | Vendor Management Executive,MEPSC | HSSC | IT-ITES | RASCI | BFSI | THSC,undergrad,after_any_degree,any,CAT | XAT | CMAT | MAT | CUET (BBA) | NMAT | SNAP | IIFT,cat,41.5,1-2,,masters_advantage,rare,,,high,india,medium,"Records administration, scheduling and reporting are highly automatable and the documentation roles at one end of this profession are directly exposed. Running a hospital's day, where something is always broken and someone must decide, is not.","[Health Information Technician, Medical Records Officer, Clinical Documentation Specialist] higher: attention_span, conscientiousness / lower: extraversion, openness",3,3.0,3-5.5,7-15,0.71,yes,,"class_12: Any stream -> degree: Any bachelor's; BBA and B.Com are common, and hospital administration takes health graduates too -> post_graduate: MBA or MHA (Master of Hospital Administration) for the larger administrator roles -> employment: Hospitals, corporates, shared-services centres, hotels, education institutions",,judgment,,,none,,"[job_roles] Hospital Administrator and the health records roles were routed here from Sector 4. Running an organisation is management whatever the organisation does, and records administration is operations work whatever the records are about. || [ai_exposure] This profession contains its own exposure gradient. The records and documentation roles sit well above the profession's overall score; the administrator roles sit well below it. A student should be told which end they are entering."
"Business, Management & Entrepreneurship",mgt-supply-chain-manager,Supply Chain & Logistics Manager,"Plans how goods get made, stored and delivered on time.",Supply Chain Analyst | Procurement Executive | Demand Planner | Inventory Planning Executive | Logistics Coordinator | Warehouse Operations Executive | Import-Export Executive | Sourcing Executive,LSC | MEPSC | RASCI | FICSI | ASDC | AMHSSC | CGSC,undergrad,after_any_degree,any,CAT | XAT | CMAT | MAT | CUET (BBA) | NMAT | SNAP | IIFT,cat,41.5,1-2,,masters_advantage,possible_later,,"Freight forwarding or customs broking agency, or an independent sourcing agent for overseas buyers.",high,india,medium,"Forecasting, route planning and reorder decisions are exactly what optimisation systems do well. Supplier negotiation and handling a disrupted shipment are not.",,3,3.0,3.5-6,8-16,0.63,yes,,"class_12: Any stream -> degree: Any bachelor's; BBA, B.Com and engineering all feed in -> post_graduate: MBA in operations or a PG diploma in supply chain is the common accelerator -> employment: Manufacturers, e-commerce, 3PL logistics firms, retail chains",,judgment,,,none,,
"Business, Management & Entrepreneurship",mgt-logistics-warehouse-operator,Logistics & Warehouse Operator,"Moves, stores and dispatches goods so orders actually arrive.",Warehouse Associate | Inventory Assistant | Dispatch Executive | Forklift Operator (warehouse) | Last-Mile Delivery Executive | Loading Supervisor | Packing & Fulfilment Associate,LSC | RASCI | FICSI | AMHSSC,certificate,open,any,none,,,,,work_first,possible_later,,"Owning a delivery vehicle and contracting to a logistics firm, or a small local transport business.",high,india,low,Physical handling of goods in unstructured spaces. Warehouse automation is real but capital-intensive and concentrated in the largest facilities; most Indian warehousing is manual.,,1,0.3,1.8-3,3.5-6,0.12,yes,,"class_10: Class 10 is enough for most entry roles -> certificate: LSC skill certification, or a forklift or material-handling licence -> employment: E-commerce fulfilment centres, 3PL warehouses, retail distribution, quick-commerce dark stores -> progression: Team lead, then shift and warehouse operations — the ladder is real and internal",,judgment,,REVIEW,medium,"SELF-EMPLOYMENT CEILING OWED. Employed mid-career is 4.75 lakh and owning a vehicle and contracting to a logistics firm is a common step up, but no reliable Indian figure exists for what an owner-driver clears after EMI and fuel.","[professional_sector] This is the BASE of the logistics pyramid, listed beside Supply Chain & Logistics Manager at its apex — the same treatment Mason gets beside Civil Engineer. Industry employment figures count this layer; profession size does not follow from them."
"Business, Management & Entrepreneurship",mgt-retail-store-operations,Retail & Store Operations,"Runs the shop floor — stock, displays, billing and customers.",Retail Sales Associate | Cashier / Billing Executive | Visual Merchandiser | Stock & Inventory Assistant | Customer Service Associate (retail) | Category Assistant | Store Operations Executive,RASCI | AMHSSC | THSC | FICSI | MEPSC,certificate,open,any,none,,,,,work_first,common,,"Own retail shop or a brand franchise. Retail experience translates directly into running a store, which is the most common small business in India.",high,india,low,"Billing and stock counting are automatable and self-checkout exists. Persuading someone in a shop, handling a complaint and physically running a floor are not.","[Visual Merchandiser] higher: spatial, openness / lower: extraversion",1,0.3,1.8-3.5,4-8,0.11,yes,,"class_12: Class 12 in any stream; some roles take class 10 -> certificate: RASCI retail skill certification, or employer-run induction training -> employment: Organised retail chains, malls, brand stores, supermarkets, quick-commerce stores -> progression: Section, then store operations — retail promotes from the floor more than most sectors",,judgment,,,none,,"[professional_sector] The base of the retail pyramid, and a formal organised-sector job — a store associate has an employer, a salary slip and a shift roster. It is included for the same reason as the construction trades: the layer that employs the most people should not be invisible because it sits at the bottom of a pyramid."
"Business, Management & Entrepreneurship",mgt-product-manager,Product Manager,"Decides what a product should do next, and why.",Associate Product Manager | Product Manager | Product Analyst (product management) | Product Marketing Manager | Growth Product Manager | Product Owner,IT-ITES | BFSI | RASCI | MEPSC | HSSC | MESC,undergrad,after_any_degree,any,CAT | XAT | CMAT | MAT | CUET (BBA) | NMAT | SNAP | IIFT,cat,41.5,1-2,,masters_advantage,possible_later,,"Founding a product company, or independent product consulting for early-stage startups.",high,india,medium,"The highest clarity share in this sector, and that is the whole protection. Specification documents and competitor summaries are automatable; deciding WHAT TO BUILD AND FOR WHOM, and being accountable for the choice, is the job.",,5,3.0,8-16,20-40,0.25,yes,,"class_12: Any stream -> degree: Any bachelor's; engineering, design and business are the common feeders -> employment: Usually entered LATERALLY after two to four years in engineering, design, analytics or sales -> post_graduate: An MBA is a common but optional accelerator, especially for the APM route",,judgment,,,none,,"[mid_stream_entry] This profession is almost never entered straight out of a degree. It is a lateral destination reached after a few years in engineering, design, analytics or sales, which is why years_to_qualify is 5 rather than 3. A student should read it as a second job, not a first one."
"Business, Management & Entrepreneurship",mgt-project-manager,Project Manager,Gets a piece of work finished on time with the people available.,Project Coordinator | Scrum Master | IT Project Manager | PMO Analyst | Agile Coach | Programme Coordinator | Implementation Manager,IT-ITES | MEPSC | BFSI | CSDCI | HSSC | CGSC,undergrad,after_any_degree,any,none,,,,,work_first,possible_later,,"Independent delivery consulting or agile coaching, usually on the strength of certifications and a client network.",high,india,medium,"Status reporting, planning and tracking are being absorbed by tooling. Getting a team to agree and holding a scope against pressure is a human negotiation.",,4,3.0,5-9,12-24,0.43,yes,,"class_12: Any stream -> degree: Any bachelor's -> certification: PMP, PRINCE2 or Certified Scrum Master are what employers screen on -> employment: IT services, construction, consulting, manufacturing, banking",,judgment,,,none,,"[job_roles] IT Project Manager and Scrum Master were routed here from Sector 1. Delivery management is management; the industry is the tag. The certifications, not a degree, are what the market actually screens on."
"Business, Management & Entrepreneurship",mgt-management-consultant,Management Consultant,"Is brought in to work out why a business is stuck, and what to change.",Business Analyst (consulting) | Strategy Analyst | Management Consultant | Process Consultant | Business Transformation Analyst | Research Associate (consulting),MEPSC | BFSI | IT-ITES | HSSC | RASCI | EXT-GOVT,undergrad,after_any_degree,any,CAT | XAT | CMAT | MAT | CUET (BBA) | NMAT | SNAP | IIFT,cat,41.5,1-2,,masters_advantage,possible_later,,Independent consulting once a client network exists — the common exit after several years in a firm.,moderate,india,medium,"Research, benchmarking and slide production are being absorbed quickly and those are the analyst-level tasks. Framing the right question and persuading a board carry the clarity.",,5,15.0,8-18,20-45,1.15,yes,,"class_12: Any stream -> degree: Any bachelor's; hiring skews to engineering, economics and commerce from a narrow set of campuses -> post_graduate: An MBA from a top-tier institute is the main entry route into the strategy firms -> employment: Strategy firms, Big Four advisory, boutique and in-house strategy teams",,judgment,,,none,,"[profession] Distinct from IT Business & Systems Analyst in Sector 1, which scored a real overlap on probe. The separation is the skill set: an IT business analyst works in SQL, systems and requirement documents for one system; a management consultant works on organisation, process and strategy across a business. || [economics] cost_of_entry_lakh is high because the realistic route runs through a top-tier MBA, where two-year fees at the IIMs and ISB sit well above a normal postgraduate programme. The entry cost is the differentiator, not the degree itself."
"Business, Management & Entrepreneurship",mgt-market-research-analyst,Market Research Analyst,"Finds out what customers actually think, and what that means for a business.",Market Research Analyst | Consumer Insights Executive | Survey Research Executive | Qualitative Research Executive | Category Insights Analyst | Field Research Coordinator,MEPSC | RASCI | FICSI | BFSI | IT-ITES | AMHSSC,undergrad,after_any_degree,any,CUET (B.Sc/BA),cuet-ug,,0-1,,masters_advantage,possible_later,,"Independent research consulting, usually specialising in one category or one method.",moderate,india,medium,"Survey tabulation, coding of open responses and report drafting are directly exposed. Designing a question that does not lead the respondent, and reading a room in a focus group, are not.","[Qualitative Research Executive, Field Research Coordinator] higher: emotional_intelligence, verbal, extraversion / lower: logical, attention_span",3,3.0,3.5-6,8-16,0.63,yes,,"class_12: Any stream -> degree: Any bachelor's; economics, statistics, psychology and commerce are common -> employment: Research agencies, consumer goods firms, media and retail insight teams",,judgment,,,none,,"[profession] Distinct from Statistician in Sector 3 and Data Analyst in Sector 1. The object of concern here is the CUSTOMER and what a business should do about them; the statistician's object is inference itself, and the data analyst's is the company's own operational data."
"Business, Management & Entrepreneurship",mgt-entrepreneur,Entrepreneur & Small Business Owner,Starts and runs a business — and carries the risk of it.,Founder | Small Business Owner | Franchise Owner | D2C Brand Owner | Self-Employed Trader / Distributor | Co-Founder (operations),MEPSC | RASCI | FICSI | AMHSSC | THSC | IT-ITES | LSC,none,open,any,none,,,,,work_first,common,,"This profession IS self-employment; there is no employed version of it. The ceiling is genuinely unbounded upward and the floor is zero, which is why no ceiling figure is claimed.",high,india,low,"Not meaningfully exposed as a whole, because the work is deciding what to do with incomplete information and living with the consequence. Individual tasks inside a small business are heavily automatable, which mostly makes one person able to run more.",,1,1.0,0-4,4-15,0.5,yes,,"any_stage: No qualification exists and none is required — this is the only profession in the taxonomy you cannot be admitted to -> capability: Usually a trade, craft, technical or sales skill first; the business is built on top of something you can already do -> capital: Own savings, family capital, or a government scheme — MUDRA, PMEGP, Stand-Up India -> operation: Registration, GST, and the discipline of running it",,judgment,,REVIEW,high,"The economics are unlike anything else in the dataset: outcomes are extremely dispersed, survivorship bias is severe in every available source, and a range is close to meaningless. Decide whether to show numbers at all for this record, or present it with the range suppressed and the risk stated instead. Also decide whether it should surface for school-age users at all, or only for college and working-age ones.","[profession] This record strains the profession test and is included deliberately. Interest alignment is clear and the sector is named for it, but the SKILL SET is not separate — running a business is sales, operations and finance combined. It earns its place as the destination those skills combine into, and because leaving it out would make the sector's own name false. || [economics] The only record in the taxonomy whose early_earnings band starts at zero, and that is not a formatting artefact. A founder can earn nothing for years. Every other profession here pays from the first month. || [economics] economics.distribution is 'power_law', which is a statement that the range and the midpoint should not be read as a typical income. Outcomes are extremely dispersed and survivorship bias is severe in every available source. Most new businesses do not reach a stable income at all. The compensation filter does not fire on a power_law record, because deleting a profession on the strength of a number the record itself calls meaningless would be worse than showing it. This record was the FIRST to raise the problem, in Sector 5, and it took five more sectors independently asking for the same exception before the schema was changed."
